name,key_word,sn,reviews
MetaFormer with Holistic Attention Modelling Improves Few-Shot Classification,"['Meta-Learning', ' Vision Transformers']",9345,"[{'mark': [3, 3, 2], 'rate': 5, 'confidence': 3}, {'mark': [2, 3, 3], 'rate': 6, 'confidence': 5}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 3}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 4}]"
TinyTrain: Deep Neural Network Training at the Extreme Edge,"['Tiny Machine Learning', ' On-device Training', ' Personalisation', ' Edge Computing', ' Microcontrollers']",9344,"[{'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 5}, {'mark': [3, 2, 3], 'rate': 8, 'confidence': 4}]"
Test-time Adaption against Multi-modal Reliability Bias,"['Test-time adaption', ' Imbalanced multi-modal learning']",9339,"[{'mark': [4, 4, 4], 'rate': 8, 'confidence': 5}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 4}, {'mark': [4, 3, 4], 'rate': 6, 'confidence': 5}, {'mark': [3, 4, 4], 'rate': 8, 'confidence': 5}]"
Fully Identical Initialization,"['Initialization', ' Idetity Matrix', ' Dynamic Isometry']",9336,"[{'mark': [2, 3, 2], 'rate': 3, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 4}, {'mark': [3, 2, 4], 'rate': 6, 'confidence': 4}]"
LatentCBF: A Control Barrier Function in Latent Space for Safe Control,"['Representation Learning', ' Reinforcement Learning', ' Optimal Control', ' End-to-End Learning', ' Convex Optimization', ' Control Barrier Function', ' Autonomous Driving', ' CARLA', ' Robotics']",9335,"[{'mark': [2, 1, 2], 'rate': 3, 'confidence': 4}, {'mark': [3, 4, 2], 'rate': 5, 'confidence': 4}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [2, 3, 2], 'rate': 3, 'confidence': 4}]"
Mirage: Model-agnostic Graph Distillation for Graph Classification,"['graph distillation', ' graph classification', ' frequent pattern mining']",9334,"[{'mark': [2, 3, 1], 'rate': 5, 'confidence': 3}, {'mark': [3, 3, 4], 'rate': 6, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 4}, {'mark': [3, 3, 2], 'rate': 6, 'confidence': 3}]"
Stealing the Invisible: Unveiling Pre-Trained CNN Models through Adversarial Examples and Timing Side-Channels,"['Model stealing', ' Adversarial images', ' Timing side-channel', ' Transfer Learning']",9333,"[{'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [3, 3, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 3, 1], 'rate': 1, 'confidence': 4}, {'mark': [1, 2, 2], 'rate': 3, 'confidence': 4}]"
A Weakly Supervised and Globally Explainable Learning Framework for Brain Tumor Segmentation,"['brain tumor segmentation', ' weakly supervised learning', ' explainable learning', ' counterfactual generation', ' class association embedding', ' topological data analysis']",9332,"[{'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 3, 1], 'rate': 3, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 3}, {'mark': [2, 3, 2], 'rate': 3, 'confidence': 4}]"
Exploring mechanisms of Neural Robustness: probing the bridge between geometry and spectrum,"['Latent Geometry', ' Latent Spectrum', ' Adversarial Robustness', ' Mechanistic Model', ' Unsupervised Learning', ' Local Learning', ' Jacobian Regularization', ' Spectral Regularization']",9331,"[{'mark': [3, 1, 2], 'rate': 5, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 1, 1], 'rate': 3, 'confidence': 4}, {'mark': [3, 2, 3], 'rate': 6, 'confidence': 4}]"
Two-shot learning of continuous interpolation using a conceptor-aided recurrent autoencoder,"['Conceptors', ' Few Shot Learning', ' Recurrent Neural Networks', ' BPTT', ' Motion Modelling', ' Low Dimensional Dynamics']",9329,"[{'mark': [2, 3, 1], 'rate': 3, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 8, 'confidence': 2}, {'mark': [2, 3, 3], 'rate': 6, 'confidence': 1}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}]"
On the Learnability of Watermarks for Language Models,"['watermarking', ' large language models', ' distillation']",9328,"[{'mark': [3, 3, 3], 'rate': 5, 'confidence': 3}, {'mark': [4, 4, 2], 'rate': 6, 'confidence': 4}, {'mark': [3, 2, 3], 'rate': 5, 'confidence': 4}, {'mark': [3, 2, 3], 'rate': 5, 'confidence': 4}]"
Personalized Language Generation via Bayesian Metric Augmented Retrieval,"['Retrieval Augmented Generation', ' Bayesian Metric Learning']",9327,"[{'mark': [3, 4, 3], 'rate': 8, 'confidence': 2}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 3}, {'mark': [2, 2, 2], 'rate': 5, 'confidence': 5}]"
Prompt Sketching for Large Language Models,"['large language models', ' prompting', ' decoding']",9320,"[{'mark': [3, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 3, 2], 'rate': 6, 'confidence': 3}, {'mark': [3, 3, 2], 'rate': 3, 'confidence': 3}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}]"
Consistency Training with Learnable Data Augmentation for Graph Anomaly Detection with Limited Supervision,"['Graph anomaly detection', ' consistency training', ' learnable data augmentation']",9315,"[{'mark': [3, 3, 3], 'rate': 6, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 5, 'confidence': 4}]"
AN ENTROPY PERSPECTIVE IN KNOWLEDGE DISTILLATION,['Knowledge Distillation'],9314,"[{'mark': [2, 2, 2], 'rate': 3, 'confidence': 2}, {'mark': [3, 3, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}]"
OPTIMIZING STABILIZATION IN SINGULARLY PER- TURBED PROBLEMS WITH SUPG SCHEME,"['Convolutional Neural Network', ' Singularly Perturbed PDEs', ' Stabilization Scheme']",9313,"[{'mark': [3, 3, 2], 'rate': 3, 'confidence': 5}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 3}, {'mark': [1, 3, 1], 'rate': 3, 'confidence': 5}]"
Bellman Optimal Step-size Straightening of Flow-Matching Models,"['flow matching', ' generative model', ' efficient sampling', ' distillation', ' responsible ML']",9312,"[{'mark': [3, 3, 3], 'rate': 6, 'confidence': 3}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 5}, {'mark': [2, 3, 3], 'rate': 5, 'confidence': 4}]"
Distributional Structured Pruning by Lower bounding the Total Variation Distance using Witness functions,"['Pruning', ' Structured Pruning', ' Total Variation Distance']",9311,"[{'mark': [3, 3, 2], 'rate': 3, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 3}, {'mark': [3, 3, 2], 'rate': 6, 'confidence': 3}]"
ZGS-Based Event-Driven Algorithms for Bayesian Optimization in Fully Distributed Multi-Agent Systems,"['distributed machine learning', ' Bayesian optimization', ' multi-agent systems', ' zero-gradient-sum optimization', ' event-driven mechanism']",9310,"[{'mark': [2, 1, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 1, 2], 'rate': 3, 'confidence': 4}, {'mark': [3, 2, 3], 'rate': 6, 'confidence': 2}, {'mark': [1, 1, 2], 'rate': 1, 'confidence': 3}]"
Boosted Long Short-Term Memory with Additional Inner Layers,"['Recurrent Neural Networks', ' Long Short-Term Memory', ' Sequence classification', ' Boosted architectures']",9308,"[{'mark': [1, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 3, 2], 'rate': 3, 'confidence': 2}, {'mark': [1, 2, 1], 'rate': 1, 'confidence': 5}]"
An Optimization-Based Framework for Adversarial Defence of Graph Neural Networks Via Adaptive Lipschitz Regularization,"['Graph Neural Networks', ' Robustness', ' Lipschitz Regularization']",9303,"[{'mark': [1, 1, 1], 'rate': 3, 'confidence': 4}, {'mark': [1, 2, 2], 'rate': 3, 'confidence': 3}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [3, 2, 3], 'rate': 5, 'confidence': 4}]"
Teaching LLMs to Teach Themselves Better Instructions via Reinforcement Learning,"['Large Language Models', ' Complex Instructions', ' Reinforcement Learning']",9302,"[{'mark': [2, 1, 2], 'rate': 3, 'confidence': 4}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 3}, {'mark': [2, 2, 3], 'rate': 6, 'confidence': 3}]"
Diffusion with Synthetic Features: Feature Imputation for Graphs with Partially Observed Features,"['Graph neural networks', ' Missing features']",9301,"[{'mark': [2, 2, 1], 'rate': 3, 'confidence': 5}, {'mark': [1, 2, 1], 'rate': 5, 'confidence': 3}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 2}]"
LST-Bench:A Benchmark for long sequence time-series forecasting Task,"['Time Series', ' Deep Learning', ' Neural Networks', ' Data Mining']",9299,"[{'mark': [1, 2, 1], 'rate': 1, 'confidence': 5}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 3, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 1, 1], 'rate': 3, 'confidence': 4}]"
Enhancing Tail Performance in Extreme Classifiers by Label Variance Reduction,"['Extreme Classification', ' Extreme Multi-Label Learning']",9297,"[{'mark': [2, 2, 2], 'rate': 5, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 4}, {'mark': [2, 3, 3], 'rate': 6, 'confidence': 5}, {'mark': [3, 1, 2], 'rate': 5, 'confidence': 2}]"
Time2Image: A Unified Image Representation Framework for Time Series Classification,['Time series classification; Time series image representation; Adaptive time series gaussian mapping; Vision Transformer'],9293,"[{'mark': [3, 3, 3], 'rate': 6, 'confidence': 4}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [2, 2, 3], 'rate': 3, 'confidence': 4}, {'mark': [2, 3, 1], 'rate': 5, 'confidence': 4}]"
FruitBin: A tunable large-scale dataset for advancing 6D Pose estimation in fruit bin picking automation,"['Datasets and Benchmarks', ' 6D Pose estimation', ' Robotic', ' Bin Picking', ' Occlusion']",9289,"[{'mark': [2, 3, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 2, 1], 'rate': 3, 'confidence': 4}, {'mark': [4, 4, 3], 'rate': 8, 'confidence': 5}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 5}]"
Uncovering the Spectrum of Graph Generative Models: From One-Shot to Sequential,"['Graph generation', ' One-shot generation', ' Autoregressive generation', ' Unified framework', ' Diffusion Model', ' Molecule generation']",9287,"[{'mark': [2, 2, 2], 'rate': 5, 'confidence': 3}, {'mark': [2, 3, 2], 'rate': 3, 'confidence': 3}, {'mark': [3, 3, 2], 'rate': 6, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 5, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 5, 'confidence': 4}]"
Universal Algorithm for Extreme Bandits with the Minimal Complexities,"['extreme bandits', ' online optimization', ' heavy-tails', ' non-iid data', ' non-parametric']",9286,"[{'mark': [2, 1, 2], 'rate': 3, 'confidence': 4}, {'mark': [1, 2, 1], 'rate': 1, 'confidence': 3}, {'mark': [3, 1, 3], 'rate': 5, 'confidence': 3}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}]"
Summing Up the Facts: Additive Mechanisms behind Factual Recall in LLMs,"['Mechanistic Interpretability', ' Interpretability', ' Fact', ' Factual Recall', ' LLM', ' Explainability', ' Transparency']",9284,"[{'mark': [2, 3, 2], 'rate': 6, 'confidence': 2}, {'mark': [3, 3, 2], 'rate': 6, 'confidence': 4}, {'mark': [3, 2, 2], 'rate': 3, 'confidence': 2}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 3}]"
Task-Oriented Multi-View Representation Learning,['Multi-view learning; Meta learning; Feature modulation; Task adaptation'],9283,"[{'mark': [2, 2, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 4, 3], 'rate': 6, 'confidence': 4}, {'mark': [3, 2, 1], 'rate': 3, 'confidence': 5}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 3}]"
Understanding the Mechanics and Dynamics of Memorisation in Large Language Models: A Case Study with Random Strings,"['language models', ' memorization']",9281,"[{'mark': [3, 3, 2], 'rate': 5, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 3}, {'mark': [2, 3, 2], 'rate': 3, 'confidence': 4}, {'mark': [3, 2, 2], 'rate': 5, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 2}]"
NeFL: Nested Federated Learning for Heterogeneous Clients,"['federated learning', ' system heterogeneity']",9278,"[{'mark': [4, 3, 4], 'rate': 6, 'confidence': 3}, {'mark': [3, 2, 3], 'rate': 6, 'confidence': 3}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 4}]"
Is This the Subspace You Are Looking for? An Interpretability Illusion for Subspace Activation Patching,"['Mechanistic Interpretability', ' Natural Language Processing', ' Large Language Models']",9274,"[{'mark': [4, 4, 4], 'rate': 8, 'confidence': 3}, {'mark': [1, 1, 1], 'rate': 3, 'confidence': 3}, {'mark': [2, 4, 4], 'rate': 8, 'confidence': 2}]"
Fixed-Budget Best Arm Identification with Variance-Dependent Regret Bounds,['Best arm identification'],9273,"[{'mark': [3, 1, 3], 'rate': 5, 'confidence': 3}, {'mark': [3, 4, 3], 'rate': 8, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 3}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 4}]"
Symmetric Mean-field Langevin Dynamics for Distributional Minimax Problems,"['mean-field Langevin dynamics', ' minimax optimization', ' zero-sum games', ' Markov games']",9271,"[{'mark': [3, 3, 3], 'rate': 5, 'confidence': 3}, {'mark': [2, 2, 4], 'rate': 8, 'confidence': 3}, {'mark': [2, 2, 3], 'rate': 6, 'confidence': 3}, {'mark': [3, 2, 2], 'rate': 6, 'confidence': 4}, {'mark': [4, 3, 4], 'rate': 8, 'confidence': 2}]"
Causal Inference Using LLM-Guided Discovery,"['Causal Inference', ' Large Language Models', ' Causal Discovery', ' Causal Order']",9268,"[{'mark': [1, 2, 1], 'rate': 3, 'confidence': 3}, {'mark': [4, 3, 2], 'rate': 5, 'confidence': 3}, {'mark': [2, 3, 2], 'rate': 3, 'confidence': 4}]"
Learning Predictive Checklists with Probabilistic Logic Programming,"['Predictive Checklists', ' Interpretability', ' Fairness', ' Probabilistic Logic Programming']",9267,"[{'mark': [2, 2, 2], 'rate': 5, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [3, 2, 3], 'rate': 6, 'confidence': 4}]"
Parrot: Enhancing Multi-Turn Chat Models by Learning to Ask Questions,"['large language model', ' instruction tuning', ' multi-turn conversation']",9266,"[{'mark': [3, 3, 3], 'rate': 8, 'confidence': 4}, {'mark': [3, 3, 2], 'rate': 6, 'confidence': 4}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 3, 2], 'rate': 3, 'confidence': 5}]"
Knowledge Graph Completion by Intermediate Variables Regularization,"['Knowledge Graph Completion', ' Tensor Decomposition', ' Regularization']",9265,"[{'mark': [3, 4, 1], 'rate': 5, 'confidence': 4}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 5}, {'mark': [3, 2, 3], 'rate': 8, 'confidence': 4}]"
Attributed Graph Clustering via Coarsening with Modularity,"['Graph Clustering', ' Graph Neural Networks', ' Convex Optimization', ' Non-Convex Optimization', ' Graph Coarsening']",9264,"[{'mark': [2, 1, 2], 'rate': 3, 'confidence': 3}, {'mark': [3, 2, 3], 'rate': 5, 'confidence': 4}, {'mark': [1, 3, 1], 'rate': 3, 'confidence': 5}, {'mark': [2, 1, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 1, 2], 'rate': 3, 'confidence': 4}]"
MAGDiff: Covariate Data Set Shift Detection via Activation Graphs of Deep Neural Networks,"['shift detection', ' dimensionality reduction', ' neural networks', ' activation graphs']",9263,"[{'mark': [3, 3, 2], 'rate': 5, 'confidence': 3}, {'mark': [3, 3, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 3, 3], 'rate': 5, 'confidence': 3}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 3}]"
Prototypes-Injected Prompt for Federated Class Incremental Learning,"['federated class incremental learning', ' federated learning', ' class incremental learning', ' continual learning', ' prompt', ' prototype']",9261,"[{'mark': [3, 1, 2], 'rate': 3, 'confidence': 4}, {'mark': [1, 1, 1], 'rate': 3, 'confidence': 5}, {'mark': [3, 3, 3], 'rate': 5, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 1}]"
Demonstration-Regularized RL,"['reinforcement learning', ' regularization in reinforcement leaning', ' learning with demonstrations', ' reinforcemenet learning with human feedback']",9260,"[{'mark': [3, 3, 2], 'rate': 5, 'confidence': 2}, {'mark': [4, 4, 4], 'rate': 8, 'confidence': 2}, {'mark': [3, 3, 2], 'rate': 5, 'confidence': 3}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 2}]"
Explorative Latent Self-Supervised Active Search Algorithm (ELSA),"['Computer Vision', ' Active Learning', ' Interactive Labeling', ' Self-Supervised Learning']",9259,"[{'mark': [2, 2, 3], 'rate': 6, 'confidence': 3}, {'mark': [3, 1, 2], 'rate': 5, 'confidence': 2}, {'mark': [2, 1, 1], 'rate': 1, 'confidence': 4}]"
Negative-prompt Inversion: Fast Image Inversion for Editing with Text-guided Diffusion Models,"['generative models', ' diffusion models', ' score-based models', ' image generation', ' image editing']",9257,"[{'mark': [3, 4, 3], 'rate': 5, 'confidence': 4}, {'mark': [3, 3, 1], 'rate': 5, 'confidence': 4}, {'mark': [1, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 2, 3], 'rate': 6, 'confidence': 4}]"
"GatedMTL: Learning to Share, Specialize, and Prune Representations for Multi-task Learning","['Multi-task learning', ' Gated networks', ' Sharing', ' Pruning', ' Sparsity', ' MTL']",9256,"[{'mark': [3, 2, 2], 'rate': 3, 'confidence': 4}, {'mark': [3, 2, 2], 'rate': 5, 'confidence': 3}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 5, 'confidence': 4}]"
PDE-Diffusion: Physic guided diffusion model for solving partial derivative equations,"['AI for science', ' PDE', ' diffusion model', ' generative model']",9255,"[{'mark': [1, 1, 1], 'rate': 1, 'confidence': 5}, {'mark': [1, 2, 2], 'rate': 1, 'confidence': 4}, {'mark': [3, 1, 2], 'rate': 3, 'confidence': 5}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 3}, {'mark': [1, 2, 1], 'rate': 3, 'confidence': 4}]"
BEV-CLIP: Multi-modal BEV Retrieval Methodology for Complex Scene in Autonomous Driving,"['Autonomous Driving', ' BEV', ' Retrieval', ' Multi-modal', ' LLM', ' prompt learning']",9254,"[{'mark': [2, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [1, 2, 1], 'rate': 3, 'confidence': 4}, {'mark': [2, 2, 2], 'rate': 3, 'confidence': 5}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 4}]"
Differentiable Optimization in Plane-Wave Density Functional Theory for Solid States,"['AI for Science', ' Quantum Chemisty', ' Density Functional Theory', ' Deep Learning', ' Kohn-Sham Equation', ' Solid-State Physics']",9253,"[{'mark': [3, 3, 3], 'rate': 3, 'confidence': 3}, {'mark': [3, 3, 3], 'rate': 5, 'confidence': 3}, {'mark': [4, 4, 3], 'rate': 6, 'confidence': 2}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 4}]"
Multilingual Jailbreak Challenges in Large Language Models,"['multilingual', ' safety', ' large language models']",9250,"[{'mark': [2, 2, 3], 'rate': 6, 'confidence': 4}, {'mark': [3, 2, 3], 'rate': 5, 'confidence': 4}, {'mark': [3, 4, 3], 'rate': 6, 'confidence': 4}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 3}, {'mark': [3, 2, 2], 'rate': 3, 'confidence': 4}]"
Instruction-tuned LLMs with World Knowledge are More Aligned to the Human Brain,"['large language models', ' instruction-tuning', ' world knowledge', ' neuroscience', ' neuroAI']",9249,"[{'mark': [2, 1, 1], 'rate': 3, 'confidence': 2}, {'mark': [3, 3, 3], 'rate': 6, 'confidence': 3}, {'mark': [2, 3, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 3, 2], 'rate': 5, 'confidence': 4}]"
Brain-inspired Geometry Constrain on Represention for Compositional Generalization,"['Represention Learning', ' Compositional Generalization.']",9248,"[{'mark': [3, 1, 1], 'rate': 3, 'confidence': 3}, {'mark': [3, 1, 3], 'rate': 5, 'confidence': 4}, {'mark': [2, 1, 2], 'rate': 3, 'confidence': 4}, {'mark': [2, 1, 1], 'rate': 1, 'confidence': 3}]"
Categorical Features of entities in Recommendation Systems Using Graph Neural Networks,"['Graph Neural Networks', ' Representation learning', ' recommender engines', ' Hyper edges']",9246,"[{'mark': [2, 3, 2], 'rate': 5, 'confidence': 4}, {'mark': [3, 2, 1], 'rate': 3, 'confidence': 4}, {'mark': [2, 3, 1], 'rate': 3, 'confidence': 4}, {'mark': [2, 3, 1], 'rate': 3, 'confidence': 4}]"
